bank,quarter,call_type,call_date,position_in_call,section,speaker_role,speaker_name,speaker_institution,text_length,text,utterance_id,is_routine_earnings
JPM,2023-Q1,earnings,2023-04-14,63,qa,analyst,Mike Mayo,Wells Fargo Securities,503,"All right. And then one for you, Jamie. I guess taking the 10,000 foot level, I guess, when you look at asset liability management, or ALM – you could call this nightmare on ALM street, and you've seen some big problems at banks, and I guess how would you evaluate yourself, I guess, with this $7 billion higher NII guide? It probably is good, but to what degree are you willing to sacrifice JPM shareholder money to help rescue problem banks that did not get their asset liability management correctly?",62,True
JPM,2023-Q1,earnings,2023-04-14,64,qa,management,Jamie Dimon,,1694,"Well, it's two really different questions. So we've been quite cautious on interest rates for quite a while, and how we invest our portfolio, what our expectations are, our stress testing. The stress test – the CCAR stress test, as you know, had rates going down. I always looked at rates going up and being prepared – whether or not anything is going to happen. So we've been quite conservative ourselves and we don't mind continuing to do that because I remind people that having excess capital, you haven't lost it. It's kind of earnings in store – you get to deploy it later and maybe at a more opportune time, when the time comes. And look, we like to help the system when it needs help, if we can reasonably. And we're not the only ones, you saw a lot of banks do that, and I was proud of them. I think all of us did the right thing. Whether ultimately it works out or not, well, you could second-guess that when it happens. But the fact is, I think people want to help the system. And this whole banking thing was bad for banks. And I knew that the second I saw the headline, and then you had Credit Suisse. We want healthy community banks. We want healthy regional banks. We want to help them get through this. We have, you'll remember, Mike, as you point out, we have the best financial system the world's ever seen. That does not mean it won't have problems, doesn't mean there shouldn't be changes made, but I think it's reasonable for people to help each other in times of need. And we all did that – all of us – did that during COVID. All of us did that – if you could, those who could – did it during the Great Financial Crisis, and I would expect people to do that going forward.",63,True
JPM,2023-Q1,earnings,2023-04-14,65,qa,analyst,Mike Mayo,Wells Fargo Securities,162,"Hey Jamie, your CEO letter said the banking crisis isn't over. So, what do you mean by that? Or was that dated two weeks later? Are you talking contagion or what?",64,True
JPM,2023-Q1,earnings,2023-04-14,66,qa,management,Jamie Dimon,,1053,"Yeah. So it's just – the number of banks offsides you can count on your hands, in terms of too much interest rate exposure, too much ATM, too much uninsured deposits. And so there may be additional bank failures, something like that, which we don't know. But you're going to see next week regional banks have pretty good numbers. A lot of people are going to have – can take – actions to remediate some of the issues they may have going forward. You've already seen things calm down quite a bit, particularly in deposit flows. Warren Buffett was on TV talking about that he would bet $1 million – I don't know if you saw that – that no depositor will lose money in America. That he's willing to bet his own money. And of course, you know he's a very bright man. So, this crisis is not 2008. It will pass. And the one thing I pointed out is, when I answered the question just before about interest rates – people need to be prepared. They shouldn't pray that they don't go up. They should prepare for them going up. And if it doesn't happen, serendipity.",65,True
JPM,2023-Q1,earnings,2023-04-14,67,qa,analyst,Mike Mayo,Wells Fargo Securities,21,All right. Thank you.,66,True
JPM,2023-Q1,earnings,2023-04-14,68,qa,management,Jamie Dimon,,5,Yeah.,67,True
JPM,2023-Q1,earnings,2023-04-14,69,qa,operator,Operator,,92,The next question comes from the line of Betsy Graseck with Morgan Stanley. You may proceed.,68,True
JPM,2023-Q1,earnings,2023-04-14,70,qa,analyst,Betsy L. Graseck,Morgan Stanley,17,Hi. Good morning.,69,True
JPM,2023-Q1,earnings,2023-04-14,71,qa,management,Jeremy Barnum,,11,"Hey, Betsy.",70,True
JPM,2023-Q1,earnings,2023-04-14,72,qa,analyst,Betsy L. Graseck,Morgan Stanley,135,I do want to unpack the question here on the possibility of higher for longer rates and how that impacts you in your non-Markets NII...,71,True
JPM,2023-Q1,earnings,2023-04-14,73,qa,management,Jeremy Barnum,,58,"Betsy, did we just lose you? I feel like you just dropped.",72,True
JPM,2023-Q1,earnings,2023-04-14,74,qa,analyst,Betsy L. Graseck,Morgan Stanley,19,"No, hear me? Hello?",73,True
JPM,2023-Q1,earnings,2023-04-14,75,qa,management,Jamie Dimon,,9,Go ahead.,74,True
JPM,2023-Q1,earnings,2023-04-14,76,qa,management,Jeremy Barnum,,22,Yeah. You're back now.,75,True
JPM,2023-Q1,earnings,2023-04-14,77,qa,analyst,Betsy L. Graseck,Morgan Stanley,506,"Okay. So I just wanted to unpack the higher for longer rate possibility as to how it impacts your NII because your NII guide is assuming the forward curve, if I understand correctly. So, in the event that you get that higher for longer, just how much does that impact NII ex. Markets because I'm trying to triangulate here about – maybe you lose some deposits, but if we have higher for longer, shouldn't we expect the trajectory goes up from this quarter as opposed to down? Is that – that's the question.",76,True
JPM,2023-Q1,earnings,2023-04-14,78,qa,management,Jamie Dimon,,35,"Go ahead, Jeremy. And then I'll go.",77,True
JPM,2023-Q1,earnings,2023-04-14,79,qa,management,Jeremy Barnum,,1099,"Sure. So, Betsy, your question is very good. And I would say that if you look at the evolution of our outlook last year, it was pretty clear that we were very asset-sensitive, certainly in terms of the sort of one year forward EaR type measure. You also obviously know that our current EaR actually shows a slight negative number, so a tiny bit liability sensitive, and I won't get into all the nuances about why that may or may not be a great predictor in the short-term. But the point is that the level of rates now is of course very different from what it was last year. And at this level of rates, the relationship between our short-term NII evolution and the curve is not always going to be clear in any given moment. It's quite tricky, and it can behave in somewhat wonky ways as a function of, again, what I've alluded to a couple times on this call – the competitive environment for deposits, which is not, in fact, a sort of mathematically predictable thing as a function of the rate curve. So, that's why we're emphasizing all the different drivers of uncertainty in the NII outlook. Yeah.",78,True
